id,termfrom,termto
4d1b1b4c-45a8-455c-93fa-a97d9bbc0213,02,01
117141f5-7b9a-409f-9313-c6139f355a5e,02,01
b7ed647c-0b85-4b3e-8377-b8928f48da38,03,01
99c55fbb-3778-4769-a9b2-b89072f6acf8,03,01
06d5cebe-01f2-4fc9-99fd-d965f2980126,02,01
v0f1euru194613lr9dee56huu08rllgm6ka8fe81,03,01
4c0d4f9f-c752-432f-92a6-70658c7d5729,02,01
359ed308-761f-4399-ae2a-d3d9d7e24ea7,02,01
6b695dc9-ad40-4430-a9dd-442e7a9ecd7f,02,01
56a962fa-523b-45a3-aee7-9c14cc707276,02,01
7256abcc-71de-4a29-a260-ba92662e62f1,02,01
42526297-3d61-45e1-8264-6efbd8d1a779,05,01
79dc0d6c-1d9c-4155-97cf-1704ed130f1b,05,01
9fc52553-1121-410d-8bb7-630db724eef7,05,01
d9a81e11-814d-4d48-a18f-9827c4cd96e1,05,01
4b2ede6f-6364-475a-9c5c-38009df1d10e,05,01
5dhlfagas1496mtet2ujl0tuto7q861bhrakcu01,05,01
e756dd6b-179a-4833-af2a-e8d8b6086fdc,03,01
4f591c60-e3fd-48a3-90a7-dcc614827b3b,03,01
6f9f42b7-9598-4ee2-bdbe-0486730a24cc,03,01
g6mfg048g4q4ri2bgb37t6fflp7u8m3bpv1l0rg1,03,01
jmfqqfi3bkfhuj4nptqrgu61rovp9bul3ge8vc81,03,01
915d3412-a9a2-4b84-a8f2-2848653c2a84,02,01
pjh73og1n7qtplpbqvjufpah2rrlqe9flnvmokg1,03,01
6jueh4ta192mohgv2bjc5dseo0gokq9o37knkh01,03,01
f10f85c7-0ca0-471d-8bc4-b87b6fe0ebf1,02,01
aad99ba7-dd3f-436e-bd30-ca754c427b33,02,01
2af8f51f-73c6-4378-acea-4b1732c9f8b6,02,01
37a6924d-ff99-42e4-aea9-3f3f8f77c5a9,02,01
16d820b3-5e78-45a6-8366-3d4c04051873,02,01
908a3a59-a396-44f4-ad6f-3825f9fdefc7,02,01
6767e335-af05-4474-b85f-9a8beb0f061a,02,01
6bf01215-e12d-4802-b914-cbf69cc1431c,02,01
5bbc8d6c-463e-4840-9ae5-2bebd3e6ed5e,02,01
4878a2a3-8f48-416e-bfa1-386a48bc4b69,03,01
2c589ivr2v193r6o664qhu2oogiosmcg1dverko1,03,01
sa39pg8bdc9c249da1gb4qfqv8dr3qb5b55thpg1,03,01
cf6bfa39-d210-4953-96d2-78a43d9155ad,02,01
e649efbf-8483-4cdc-897b-4ab1dd4f53c2,02,01
eb7d4ad8-c387-483d-a921-63b94f480856,02,01
fd4437a5-e77a-4fc3-8ffd-f1bbadf24d63,03,01
858094ac-d8a0-40f8-a14d-d2ba975e17df,03,01
57beabb6-99db-4659-b365-d8919f55cf17,02,01
b918690c-b47a-42ce-9a03-025452693c9b,03,01
5b8c7cf8-a4c7-4a68-a58e-23903c7b2a72,02,01
bab4aa4d-f086-4fe5-ae6f-27aee72bfc7d,02,01			
8923a3e7-980b-4ad7-a646-def32b4be3ca,02,01			
126bcfab-f435-4241-b681-e9708ee42488,02,01
57597c67-67ad-48c8-bb01-72e6d6425c04,03,01
594vvaf92k8npi4kuag04jeohpns84urovom4n01,03,01
7i9b4kh67mtlo3e21rgmkjhelt7e9f1hpn152ro1,03,01
fdsp35qmaag91a8k901j57nb1rnk8ta0q8e8vc81,03,01
bdafaf05-0622-4e86-8e2a-eb4177d90fcd,02,01
7d40d33f-529c-434f-8761-a778405b7b01,02,01
f980df84-6464-4d4c-b299-18e6079fd04b,03,01
